2023,10,6,13:48:00,3
2023,10,14,17:55:00,0
2023,10,22,03:29:00,1
2023,10,28,20:24:00,2
2023,11,5,08:37:00,3
2023,11,13,09:27:00,0
2023,11,20,10:50:00,1
2023,11,27,09:16:00,2
2023,12,5,05:49:00,3
2023,12,12,23:32:00,0
2023,12,19,18:39:00,1
2023,12,27,00:33:00,2
2024,1,4,03:30:00,3
2024,1,11,11:57:00,0
2024,1,18,03:53:00,1
2024,1,25,17:54:00,2
2024,2,2,23:18:00,3
2024,2,9,22:59:00,0
2024,2,16,15:01:00,1
2024,2,24,12:30:00,2
2024,3,3,15:24:00,3
2024,3,10,09:00:00,0
2024,3,17,04:11:00,1
2024,3,25,07:00:00,2
2024,4,2,03:15:00,3
2024,4,8,18:21:00,0
2024,4,15,19:13:00,1
2024,4,23,23:49:00,2
2024,5,1,11:27:00,3
2024,5,8,03:22:00,0
2024,5,15,11:48:00,1
2024,5,23,13:53:00,2
2024,5,30,17:13:00,3
2024,6,6,12:38:00,0
2024,6,14,05:18:00,1
2024,6,22,01:08:00,2
2024,6,28,21:53:00,3
2024,7,5,22:57:00,0
2024,7,13,22:49:00,1
2024,7,21,10:17:00,2
2024,7,28,02:51:00,3
2024,8,4,11:13:00,0
2024,8,12,15:19:00,1
2024,8,19,18:26:00,2
2024,8,26,09:26:00,3
2024,9,3,01:55:00,0
2024,9,11,06:06:00,1
2024,9,18,02:34:00,2
2024,9,24,18:50:00,3
2024,10,2,18:49:00,0
2024,10,10,18:55:00,1
2024,10,17,11:26:00,2
2024,10,24,08:03:00,3
2024,11,1,12:47:00,0
2024,11,9,05:56:00,1
2024,11,15,21:29:00,2
2024,11,23,01:28:00,3
2024,12,1,06:21:00,0
2024,12,8,15:27:00,1
2024,12,15,09:02:00,2
2024,12,22,22:18:00,3
2024,12,30,22:27:00,0
2025,1,6,23:56:00,1
2025,1,13,22:27:00,2
2025,1,21,20:31:00,3
2025,1,29,12:36:00,0
2025,2,5,08:02:00,1
2025,2,12,13:53:00,2
2025,2,20,17:33:00,3
2025,2,28,00:45:00,0
2025,3,6,16:32:00,1
2025,3,14,06:55:00,2
2025,3,22,11:30:00,3
2025,3,29,10:58:00,0
2025,4,5,02:15:00,1
2025,4,13,00:22:00,2
2025,4,21,01:36:00,3
2025,4,27,19:31:00,0
2025,5,4,13:52:00,1
2025,5,12,16:56:00,2
2025,5,20,11:59:00,3
2025,5,27,03:02:00,0
2025,6,3,03:41:00,1
2025,6,11,07:44:00,2
2025,6,18,19:19:00,3
2025,6,25,10:31:00,0
2025,7,2,19:30:00,1
2025,7,10,20:37:00,2
2025,7,18,00:38:00,3
2025,7,24,19:11:00,0
2025,8,1,12:41:00,1
2025,8,9,07:55:00,2
2025,8,16,05:12:00,3
2025,8,23,06:06:00,0
2025,8,31,06:25:00,1
2025,9,7,18:09:00,2
2025,9,14,10:33:00,3
2025,9,21,19:54:00,0
2025,9,29,23:54:00,1
2025,10,7,03:47:00,2
2025,10,13,18:13:00,3
